close,high,low,open,volumefrom,volumeto
2.69,2.88,2.65,2.74,6981185.89,19291961.6
2.75,2.77,2.58,2.69,4695666.1,12624932.01
2.62,2.76,2.54,2.75,5573307.91,14690342.55
2.73,2.76,2.58,2.62,4784447.84,12780031.3
2.96,3.01,2.71,2.73,6650016.62,19022442.99
2.75,2.96,2.66,2.96,5441096.36,15324761.18
2.79,2.85,2.65,2.75,5939241.99,16404455.99
2.75,2.87,2.73,2.79,3397398.94,9488004.86
2.94,3.01,2.67,2.75,8427717.03,23802755.58
2.83,2.96,2.75,2.94,5012065.19,14325524.75
2.84,2.94,2.78,2.83,4821435.44,13769052.83
2.95,3.03,2.82,2.84,6811500.62,19837439.15
2.45,3.05,2.34,2.95,13924204.51,37175271.94
2.44,2.5,2.37,2.45,3418739.26,8356131.95
2.45,2.49,2.42,2.44,2359652.83,5796348.81
2.28,2.47,2.24,2.45,3978195.67,9334099.39
2.51,2.54,2.28,2.28,4683759.41,11315469.17
2.42,2.52,2.37,2.51,3508976.9,8586399.44
2.46,2.5,2.39,2.42,3573025.48,8766936.25
2.55,2.58,2.39,2.46,4519025.48,11254909.03
2.48,2.55,2.44,2.55,2436950.93,6064752.47
2.5,2.59,2.48,2.48,3229676.62,8169787.14
2.36,2.52,2.31,2.5,4914867.3,11737514.07
2.35,2.43,2.32,2.36,3397119.2,8049061.86
2.48,2.54,2.29,2.35,5104151.14,12324349.79
2.46,2.51,2.43,2.48,2257440.17,5574094.58
2.49,2.5,2.43,2.46,3300347.39,8156586.18
2.48,2.52,2.44,2.49,2758184.87,6810009.85
2.44,2.54,2.4,2.48,2354315.65,5821257.53
2.38,2.47,2.34,2.44,3826532.83,9193449.31
2.26,2.39,2.18,2.38,4805056.26,10952064.17
2.3,2.34,2.22,2.26,2849597.27,6498653.5
2.38,2.39,2.27,2.3,2777947.09,6496003.82
2.36,2.42,2.32,2.38,2533136.32,5979208.2
2.38,2.42,2.31,2.36,3333215.4,7896183.95
2.48,2.49,2.35,2.38,2662250.23,6383794.84
2.4,2.49,2.37,2.48,2318638.22,5611777.0
2.42,2.46,2.39,2.4,1717697.7,4153050.86
2.42,2.43,2.37,2.42,1129560.17,2716254.4
2.38,2.43,2.31,2.42,2154169.84,5065638.67
2.37,2.4,2.35,2.38,1357756.94,3232070.52
2.77,2.85,2.36,2.37,7820152.53,20453047.54
2.81,2.87,2.71,2.77,2047953.16,5741088.91
2.89,2.9,2.69,2.81,3211905.83,8907133.55
2.78,2.91,2.76,2.89,2296116.94,6434944.58
3.0,3.06,2.74,2.78,6512955.4,18988874.29
2.9,3.05,2.85,3.0,4390838.87,12867570.6
2.79,2.93,2.76,2.9,2899352.56,8244670.93
2.84,2.93,2.78,2.79,2515487.01,7140888.0
2.83,2.94,2.82,2.84,1740298.25,5003687.19
2.92,2.98,2.82,2.83,3622750.17,10487078.16
3.54,3.59,2.91,2.92,15057843.1,49545106.44
3.6,3.88,3.53,3.54,13900972.66,51168329.41
3.98,4.02,3.54,3.6,9684034.44,36982622.54
3.87,4.01,3.74,3.98,5556049.19,21354647.94
3.94,4.0,3.79,3.87,5521842.25,21593904.7
4.33,4.42,3.86,3.94,7540897.23,31123883.62
3.61,4.53,3.5,4.33,15285872.9,60230301.88
3.63,3.79,3.35,3.61,8834364.95,31778087.58
3.51,3.64,3.37,3.63,5933246.01,20730412.22
3.58,3.64,3.4,3.51,5288798.74,18633725.51
3.57,3.71,3.53,3.58,4574601.24,16553719.14
3.54,3.77,3.48,3.57,4234280.31,15415938.35
3.56,3.6,3.49,3.54,2658286.81,9421765.55
3.59,3.67,3.54,3.56,1815378.22,6519930.9
3.3,3.61,3.15,3.59,6208205.47,20679155.72
3.84,3.87,3.27,3.3,8380003.61,30194013.21
3.82,3.96,3.65,3.84,5789733.31,22017297.07
